ID	Label	Exact Match	Synonyms	Suggested parent term	Abbreviation	Definition	Textual Definition	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent	Close Match	Exact Match.1	Narrow Match	Related Match
pbpko:PBPKO_00305	Michaelis constant baso		km baso		km baso	Michaelis constant representing the substrate concentration at half-maximal velocity (Km) for a basolateral transporter.	Michaelis constant representing the substrate concentration at half-maximal velocity (Km) for a basolateral transporter.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'biochemical parameter'				
pbpko:PBPKO_00306	maximum rate of apical transporter in vitro		vmax apical in vitro		vmax apical in vitro	A maximum rate (Vmax) of an enzyme catalysed reaction for a compound across the apical membrane of an organ, measured in vitro, when the enzyme is saturated with substrate.	A maximum rate (Vmax) of an enzyme catalysed reaction for a compound across the apical membrane of an organ, measured in vitro, when the enzyme is saturated with substrate.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'maximum rate'				
pbpko:PBPKO_00307	Michaelis constant apical		km apical		km apical	Michaelis constant representing the substrate concentration at half-maximal velocity (Km) for an apical transporter.	Michaelis constant representing the substrate concentration at half-maximal velocity (Km) for an apical transporter.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'biochemical parameter'				
pbpko:PBPKO_00310	influx constant		kiff		kiff	A biochemical parameter (kin) describing the rate constant for compound movement into a cell or compartment.	A biochemical parameter (kin) describing the rate constant for compound movement into a cell or compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'biochemical parameter'				
pbpko:PBPKO_00311	efflux rate constant		keffluxc		keffluxc	A biochemical parameter (kefflux) describing the rate constant for compound movement out of a cell or compartment.	A biochemical parameter (kefflux) describing the rate constant for compound movement out of a cell or compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'biochemical parameter'				
pbpko:PBPKO_00312	plasma space					A physiological parameter representing the volume occupied by plasma within a tissue or the body.	A physiological parameter representing the volume occupied by plasma within a tissue or the body.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physiological parameter'				
pbpko:PBPKO_00313	endosomal space compartment					A compartment representing the endosomal space within cells.	A compartment representing the endosomal space within cells.			0000-0001-8345-1349	0000-0002-9795-5967		Class	compartment				
pbpko:PBPKO_00314	interstitial space					A physiological parameter representing the fluid-filled space between blood vessels and cells.	A physiological parameter representing the fluid-filled space between blood vessels and cells.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physiological parameter'				
pbpko:PBPKO_00315	effective permeability		peff		peff	A biochemical parameter (Peff) representing the rate at which a compound passes through a biological barrier (e.g., intestinal wall).	A biochemical parameter (Peff) representing the rate at which a compound passes through a biological barrier (e.g., intestinal wall).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'biochemical parameter'				
pbpko:PBPKO_00316	population pbpk					A physiologically based pharmacokinetic model approach used to characterize interindividual variability within a population.	A physiologically based pharmacokinetic model approach used to characterize interindividual variability within a population.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physiologically based pharmacokinetic model'				
pbpko:PBPKO_00317	top-down pbpk					A physiologically based pharmacokinetic model approach primarily based on fitting observed clinical data, often empirical.	A physiologically based pharmacokinetic model approach primarily based on fitting observed clinical data, often empirical.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physiologically based pharmacokinetic model'				
pbpko:PBPKO_00318	bottom-up pbpk					A physiologically based pharmacokinetic model approach built mechanistically using in vitro and physiological data.	A physiologically based pharmacokinetic model approach built mechanistically using in vitro and physiological data.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physiologically based pharmacokinetic model'				
pbpko:PBPKO_00319	one-compartment pbpk					A physiologically based pharmacokinetic model that treats the entire body as a single, kinetically homogenous unit (central compartment).	A physiologically based pharmacokinetic model that treats the entire body as a single, kinetically homogenous unit (central compartment).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physiologically based pharmacokinetic model'				
pbpko:PBPKO_00320	central compartment					A compartment in a multi-compartment model representing plasma and highly perfused tissues where distribution is rapid.	A compartment in a multi-compartment model representing plasma and highly perfused tissues where distribution is rapid.			0000-0001-8345-1349	0000-0002-9795-5967		Class	compartment				
pbpko:PBPKO_00321	peripheral compartment					A compartment in a multi-compartment model representing tissues where compound distribution is slower compared to the central compartment.	A compartment in a multi-compartment model representing tissues where compound distribution is slower compared to the central compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	compartment				
pbpko:PBPKO_00322	elimination					A biological process involving the irreversible removal of a compound from the body, encompassing metabolism and excretion.	A biological process involving the irreversible removal of a compound from the body, encompassing metabolism and excretion.			0000-0001-8345-1349	0000-0002-9795-5967		Class	http://purl.obolibrary.org/obo/GO_0008150				
pbpko:PBPKO_00323	linear elimination					An elimination process that follows first-order kinetics (rate proportional to concentration).	An elimination process that follows first-order kinetics (rate proportional to concentration).			0000-0001-8345-1349	0000-0002-9795-5967		Class	elimination				
pbpko:PBPKO_00324	non-linear elimination					An elimination process that does not follow first-order kinetics (e.g., saturable processes).	An elimination process that does not follow first-order kinetics (e.g., saturable processes).			0000-0001-8345-1349	0000-0002-9795-5967		Class	elimination				
pbpko:PBPKO_00332	lifestage					A physiological parameter representing distinct phases of an individual's life (e.g., infant, adult, geriatric).	A physiological parameter representing distinct phases of an individual's life (e.g., infant, adult, geriatric).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'physiological parameter'	http://purl.obolibrary.org/obo/ExO_0000037			
pbpko:PBPKO_00333	fetus lifestage					A lifestage parameter representing the unborn offspring from the postembryonic stage until birth.	A lifestage parameter representing the unborn offspring from the postembryonic stage until birth.			0000-0001-8345-1349	0000-0002-9795-5967		Class	lifestage				
pbpko:PBPKO_00334	infant lifestage		Inf		Inf	A lifestage parameter representing a very young child, typically under one year of age.	A lifestage parameter representing a very young child, typically under one year of age.			0000-0001-8345-1349	0000-0002-9795-5967		Class	lifestage				
pbpko:PBPKO_00335	toddler lifestage		Tdl		Tdl	A lifestage parameter representing a young child, typically between one and three years old.	A lifestage parameter representing a young child, typically between one and three years old.			0000-0001-8345-1349	0000-0002-9795-5967		Class	lifestage				
pbpko:PBPKO_00336	child lifestage					A lifestage parameter representing individuals typically between 3 and 11 years old.	A lifestage parameter representing individuals typically between 3 and 11 years old.			0000-0001-8345-1349	0000-0002-9795-5967		Class	lifestage	http://purl.obolibrary.org/obo/ExO_0000119			
pbpko:PBPKO_00337	teenager lifestage					A lifestage parameter representing individuals typically between eleven and fifteen years old.	A lifestage parameter representing individuals typically between eleven and fifteen years old.			0000-0001-8345-1349	0000-0002-9795-5967		Class	lifestage				
pbpko:PBPKO_00338	adolescent lifestage					A lifestage parameter representing the transitional stage between teenager and adulthood (approx. 15-18 years).	A lifestage parameter representing the transitional stage between teenager and adulthood (approx. 15-18 years).			0000-0001-8345-1349	0000-0002-9795-5967		Class	lifestage				
pbpko:PBPKO_00339	adult lifestage					A lifestage parameter representing individuals typically from eighteen to thirty years old.	A lifestage parameter representing individuals typically from eighteen to thirty years old.			0000-0001-8345-1349	0000-0002-9795-5967		Class	lifestage	http://purl.obolibrary.org/obo/UBERON_0007023			
